web_url,headline,top,common,demonym,city,month,year
https://query.nytimes.com/gst/abstract.html?res=9E04E0DB1438EF31A25754C0A9679C946995D6CF,Friendship for the United States In Nicaragua Impresses Lindbergh; Finds Same Enthusiasm Over His Visit at Informal Meetings as in Official Receptions--President Diaz Rose From a Sick Bed to Welcome Him. Appreciates Sacrifice of Diaz. Visits Coffee Plantation.,nicaragua,nicaragua (nicaragua),,,01,1928
https://query.nytimes.com/gst/abstract.html?res=9405E2D9113DE73ABC4052DFB4668383639EDE,"COMPULSORY ARBITRATION IS APPROVED AT HAVANA; 'INTERVENTION' IS SHELVED; JURISTS TO DRAFT COMPACT Session at Washington Provided Within Year by Unanimous Vote. FOLLOWS VIEWS OF HUGHES Safeguarding of Sovereignty, Independence and Domestic Jurisdiction Directed. SATISFACTION ON ALL SIDES Argentine President Accepts Pueyrredon's Resignation and Rebukes Him for Holding Out.",cuba,,argentina (argentine),cuba (havana),02,1928
https://query.nytimes.com/gst/abstract.html?res=9D04E4DB1E3DE73ABC4A51DFB5668383639EDE,Ameer Gets Thrill Seeing London From Plane; He Is First Royal Personage to Fly Over City,united kingdom,,,united kingdom (london),03,1928
https://query.nytimes.com/gst/abstract.html?res=9A01E4DD1E3FE73ABC4951DFB2668383639EDE,Fitzmaurice Tells How Cracked Axle Shattered Hopes of Continuing Here; THE GERMAN FLIERS STILL AT GREENELY ISLAND.,germany,,germany (german),,04,1928
https://query.nytimes.com/gst/abstract.html?res=9405E4DB173CE73ABC4A51DFB3668383639EDE,"PEKING BLAMES FOE FOR CONTINUING WAR; Statement on Japan's Warning Says North Is Ready to Fight, but Hopes South Won't. DECISIVE BATTLE PREDICTED Tokio Gathers Troops to Rush to Manchurian Border to Disarm Any Fleeing Northerners.",japan,japan (japan),,,05,1928
https://query.nytimes.com/gst/abstract.html?res=9D01E1DA1E3CE33ABC4E52DFB0668383639EDE,"BLACKMER INDICTED; FACES EXTRADITION; Warrant to Follow Perjury and Tax Evasion Charges of Denver Grand Jury. OIL MAN 'EXILE' IN FRANCE Juror in Stewart Acquittal Says Action Was Protest of the ""Slipshod"" Inquiry. Probable Warrant Procedure. $8,500,000 Liens Against Him. BLACKMER INDICTED; FACES EXTRADITION OIL ACQUITTAL EXPLAINED. Juror in Stewart Case Says It Was Protest of Inquiry Methods.",france,france (france),,,06,1928
https://query.nytimes.com/gst/abstract.html?res=9B0DE7DF1F3FE73ABC4852DFB1668383639EDE,PARACHUTE LINKED WITH LOEWENSTEIN; French Fisherman Said to Have Seen One Drop Near Boat in Channel. INQUIRY HELD IN BRUSSELS Judge Leans to Accident Theory --Banker's Brother-in-Law Will Administer Estate.,france,,france (french),belgium (brussels),07,1928
https://query.nytimes.com/gst/abstract.html?res=9805E6D71331EF33A25757C0A96E9C946995D6CF,"POLISH FLIERS OVER OCEAN, LAST SEEN OFF FRENCH COAST, NOT SIGHTED AT THE AZORES; MAY HAVE PASSED ISLANDS Horta Thinks Crew Chose Course to North as No Word Comes. GOOD SPEED MADE IN FOG Trawler Reports Them 60 Miles at Sea Three Hours After Hop-Off From Paris. CLEAR WEATHER LAY AHEAD Few Steamers in Path of Plane. Which Is Expected Here This Evening. Masterly Take-Off Is Made. Rapidly Takes Altitude. Disappear off French Coast. People of Warsaw Excited. Trawler Sights the Plane. Horta Misses Seeing Plane. FEW STEAMERS ON ROUTE. Poles Here Prepare for Reception of Two Ocean Fliers.",france,,france (french) : poland (polish),france (paris) : poland (warsaw),08,1928
https://query.nytimes.com/gst/abstract.html?res=9904E5DB173FE33ABC4D52DFBF668383639EDE,"TEAGLE SEES ACCORD ON WORLD OIL CURB; European Producers Agreed on Need to Cut Output, He Says on Return Home. LEADERS MET IN SCOTLAND Deterding Host to Petroleum Men, Who Hope for Voluntary Steps to Stabilize Industry. Shot Grouse with Deterding. Voluntary Action Only Solution. TEAGLE SEES ACCORD ON WORLD OIL CURB",united kingdom,united kingdom (scotland),,,09,1928
https://query.nytimes.com/gst/abstract.html?res=9C01EFDD143EE73ABC4851DFB6678383639EDE,"BRITAIN AND FRANCE AGREE ON PLAN TO FIX REICH DEBT; MORGAN AT PARIS MEETING; EXPERTS WILL DECIDE SUM New 'Dawes Committee' on Reparations Will Include Germany. AMERICA WILL BE INVITED French and British Will Waive Their Pension Claims, It is Forecast. BIG CUT IN BERLIN BURDEN But Project, Contrary to Our Stand, Links Allied Debts With Reparations.",united kingdom,germany (germany) : france (france) : united kingdom (britain),france (french) : united kingdom (british),germany (berlin) : france (paris),10,1928
https://query.nytimes.com/gst/abstract.html?res=9C00E2DB123FE33ABC4B53DFB7678383639EDE,GEN. BOOTH IS GRAVELY ILL.; Salvation Army Head Suffers Nervous Prostration in London.,united kingdom,,,united kingdom (london),11,1928
https://query.nytimes.com/gst/abstract.html?res=9F0CE1DA123AEE32A25755C1A9649D946995D6CF,Tunney Leads British Marines in Prayer For King George; Presents Cup From U.S.,united kingdom,,united kingdom (british),,12,1928
https://query.nytimes.com/gst/abstract.html?res=9B07E6D91131E33ABC4850DFB7668382639EDE,"NEW REICH CRUISER PROBLEM TO BRITAIN; Berlin's 9,000-Ton Craft Far Outclasses Washington Treaty 10,000-Ton Ships. IT IS TO HAVE 11-INCH GUNS Both American and British Limitation Stands May Well Be Affected, It Is Said. Limits Set in Washington. NEW REICH CRUISER PROBLEM TO BRITAIN Groener's Secret Report. Sir George Thurston's Views.",united kingdom,united kingdom (britain),united kingdom (british),germany (berlin),01,1929
https://query.nytimes.com/gst/abstract.html?res=9907E5DE1E31E33ABC4C51DFB4668382639EDE,"OUR NAVAL POLICY KEY TO THE FUTURE OF CENTRAL EUROPE; Outcome of Franco-Italian Rivalry for Hegemony Seen Hinging on Blockade Decision. MATTER OF LEAGUE ACTION Geneva Might Give Order, but Belief Is Britain Would Base Her Attitude on Ours. INTEREST IN CAPPER MOVE Adoption of His Resolution Would Create a Situation Giving the League More Freedom. Interests Seen as Opposed. America and Blockade. OUR NAVAL POLICY KEY TO THE FUTURE",united kingdom,united kingdom (britain),france (franco) : italy (italian),switzerland (geneva),02,1929
https://query.nytimes.com/gst/abstract.html?res=9F0CEFDF103EE73ABC4153DFB5668382639EDE,"KELLOGG REIMPOSES EMBARGO ON PLANES; This Permits Federals to Buy Machines Here but Bans Purchases by Rebels. CABINET VIEWS SITUATION It Would Grant Request for Mexican Troops to Cross Border in Transit, It Is Understood.",mexico,,mexico (mexican),,03,1929
https://query.nytimes.com/gst/abstract.html?res=9D02E2DC1530E33ABC4E51DFB2668382639EDE,"REICHSBANK RATE UP; PARIS RAPS SCHACHT; Berlin Says Rise to 7 Is Due to Fiscal Factors, Including Reparation Payments. GILBERT DENIES PRESSURE Germans Bitter at the French Charge Schacht Engineered Increase to Wreck Parley. Reichsbank Issues Statement. REICHSBANK RAISES RATE, PARIS STIRRED French Press Is Assailed. Gilbert Denies Reports.",france,,germany (german) : france (french),germany (berlin) : france (paris),04,1929
https://query.nytimes.com/gst/abstract.html?res=9D0DE3D91330E33ABC4D51DFB3668382639EDE,"STORMY SKIES DELAY FLIGHT TO FRANCE; Lotti Is Warned at Old Orchard of 1,000 Miles of Adverse Weather Over Atlantic. PELTING RAIN ON OTHER SIDE Fliers Secure Plane Against Rising Squall and Await Chance of Starting Tomorrow. Dr. Kimball's Warning. Protect Plane Against Squalls. STORMY SKIES DELAY FLIGHT TO FRANCE Lotti Tries Sextant on Beach.",france,france (france),,,05,1929
https://query.nytimes.com/gst/abstract.html?res=9A01EEDE1130E33ABC4F51DFB0668382639EDE,"FIVE NAVAL POWERS ENTER PRELIMINARY LONDON TALK ON REDUCTION IN ARMAMENT; FRANCE, ITALY AND JAPAN Join British and American Representatives in the Preparatory Work. PROCEDURE TO BE DECIDED Conferees Also Take Up Scope, Whether to Include All Warship Classes. WORK IS PROCEEDING FAST Premier's Visit Here Is Likely to Be Hastened by Early Agreement. Two Major Points Discussed. Action by Five Powers Sought. Hoover Wants Quick Action. Envoys Expected to Lead Way.",united kingdom,france (france) : italy (italy) : japan (japan),united kingdom (british),united kingdom (london),06,1929
https://query.nytimes.com/gst/abstract.html?res=9902E4D61F39E133A25756C2A9619C946895D6CF,"British Rulers Invite 9,000 To Buckingham Garden Party",united kingdom,,united kingdom (british),,07,1929
https://query.nytimes.com/gst/abstract.html?res=9406E2D91E3FE432A25752C3A96E9C946895D6CF,Britain Orders Rhine Troops To Start for Home on Sept. 14,united kingdom,united kingdom (britain),,,08,1929
https://query.nytimes.com/gst/abstract.html?res=9E0DE5DC163BE333A25753C2A96F9C946895D6CF,"NATIONAL CITY UNITES WITH CORN EXCHANGE; FORMS LARGEST BANK; Merger, With $2,386,066,401 in Resources, Puts It Ahead of British Institutions. WILL OPERATE 201 UNITS Mitchell Says Deal Was Made to Permit Intensive Branch Banking Development. CAPITAL IS $270,140,326 484,000 National City Shares to Be Exchanged for the 605,000 of Corn Exchange.",united kingdom,,united kingdom (british),,09,1929
https://query.nytimes.com/gst/abstract.html?res=9B02E5DD1030E73ABC4E53DFB6678382639EDE,BRITISH PICK 17 SHIPS TO SCRAP AFTER PACT; Six 6-Inch Gun Cruisers and Eleven C' Class to Go if FivePower Parley Succeeds.SIX ARE OFF ACTIVE LIST They Will Be Replaced With NewTypes if the Conference inJanuary Should Fail.,united kingdom,,united kingdom (british),,10,1929
https://query.nytimes.com/gst/abstract.html?res=9F04E6DF1739E03ABC4F53DFB7678382639EDE,"AIR LINER HITS HILL, KILLS 6 IN ENGLAND; Plane Leaving for Berlin Caught in Fog--Explosion and Fire Trap the Victims. TWO CRAWL FROM WRECK Prince Eugene, Co-Pitot, Is Badly Burned--British Millionaire Safe, Flies Again. Took Off in Mist and Rain. Kidston Has Had Charmed Life. AIR LINER HITS HILL, KILLS 6 IN ENGLAND Victoms of the Crash.",united kingdom,united kingdom (england),united kingdom (british),germany (berlin),11,1929
https://query.nytimes.com/gst/abstract.html?res=940DEFDA143BE23ABC4850DFB4678382639EDE,"9,000 SIKHS MARCH IN INDIAN PROTEST; Yellow-Clad Warriors, Beating Scabbards, Seek Admission to Nationalist Party. HUNDRED CAUGHT BY POLICE Herded to ""Unknown Destinations"" After Demonstration for Grants of Land. Sikhs Parade For Leader. Pandemonium at Congress. 9,000 SIKHS MARCH IN INDIAN PROTEST Sees Dominions Disaffected. Committee Urges Independence. Complete Break Voted Down. Liberals Ask Dominion Status. London Paper Discounts Demand.",united kingdom,,india (indian),united kingdom (london),12,1929
https://query.nytimes.com/gst/abstract.html?res=9E04E7DC1039E43ABC4E52DFB766838B629EDE,Storm Delays Our Delegates; Now Due in England Tomorrow,united kingdom,united kingdom (england),,,01,1930
https://query.nytimes.com/gst/abstract.html?res=9906E0DE1E39E43ABC4051DFB466838B629EDE,THREE-POWER PACT AT LONDON DENIED; Delegations Officially Say They Have No Intention of Excluding France. MacDONALD IS OPTIMISTIC Prime Minister Tells House of Commons He Expects Definite Results From Conference.,united kingdom,france (france),,united kingdom (london),02,1930
https://query.nytimes.com/gst/abstract.html?res=9E03E1DF1139E03ABC4C52DFB566838B629EDE,M'DONALD RALLIES NAVAL CONFERENCE; Prime Minister Devotes Whole Day to Talks With Heads of All the Delegations. BRIAND DECIDES TO REMAIN French Leader Says He Will Cooperate to Bring About Successful Conclusion. M'DONALD RALLIES NAVAL CONFERENCE Would Not Mention Parity. Explains Building Program.,france,,france (french),,03,1930
https://query.nytimes.com/gst/abstract.html?res=9C03E5DB1F3EE13ABC4851DFB266838B629EDE,SENATE TO GET PACT ON STIMSON'S RETURN; DEAL MADE ON GUNS; Ratification of Naval Treaty Probably Will Be Asked First Week in May. ROBINSON TO LEAD FIGHT Support of Democratic Chief of Great Value in Holding His Party in Line. WE WIN ON GUN ELEVATION Private Agreement With Britain Allows Increase on Ships of American Navy. Final Proofs Corrected. SENATE TO GET PACT ON STIMSON'S RETURN,united kingdom,united kingdom (britain),,,04,1930
https://query.nytimes.com/gst/abstract.html?res=9500EFD91630E03ABC4D52DFB366838B629EDE,"London Naval Conference Cost Britain Almost $1,000 a Day",united kingdom,united kingdom (britain),,united kingdom (london),05,1930
https://query.nytimes.com/gst/abstract.html?res=9806EEDC163AEE3ABC4053DFB066838B629EDE,"GERMAN ENVOY SLAIN BY DEMENTED SAILOR ON A DOCK IN LISBON; Assassin Goes From Danzig, Seeking Revenge for Fancied Persecutions by Police. VICTIM HAD VISITED FLEET Slayer Planned Death of British, American or German Minister to Portugal. USED FALSE PAPERS HERE Examination of Prisoner by Alienists Will Be Made Before Extradition Proceedings Begin. Lives Only Two Hours. Suspected as Red Agent. GERMAN ENVOY SLAIN BY DEMENTED SAILOR Believe Slayer a Maniac.",united kingdom,portugal (portugal),germany (german) : united kingdom (british),portugal (lisbon),06,1930
https://query.nytimes.com/gst/abstract.html?res=9E05E7DC1038E03ABC4A53DFB166838B629EDE,"Britain Signs Treaty for Iraq Independence, Effective When State Enters League in 1932",united kingdom,united kingdom (britain) : iraq (iraq),,,07,1930
https://query.nytimes.com/gst/abstract.html?res=9F07E5DD1730E03ABC4C52DFBE66838B629EDE,LIPTON'S SHAMROCK V ARRIVES FOR RACES; America's Cup Challenger at New London Undamaged After Rough Voyage. CROSSED OCEAN IN 23 DAYS Refitting Begins Today for the Contest Off Newport Starting on Sept. 13. Shamrock Drops Mud Hook. LIPTON'S SHAMROCK ARRIVES FOR RACES Held Up Again in Brixham. Erin Passes Shamrock Line. Plates Give More Leverage.,united kingdom,,,united kingdom (london),08,1930
https://query.nytimes.com/gst/abstract.html?res=9503E7DC1E3AEE32A25754C1A96F9C946194D6CF,BRITAIN TO RECOGNIZE REGIME IN ARGENTINA; Labor Paper Says Orders Have Been Sent to Envoy at Buenos Aires to Act. SIX COUNTRIES HAVE ACTED Berlin Extends Hand to Peru-- Sanchez Cerro Moves Leguia to Lima Penitentiary. Recognized By Six Nations. BRITISH RECOGNIZE ARGENTINE REGIME Berlin Extends Recognition. Says Minister Made Profit. Peru Transfers Leguia. Uruguay Breaks With Peru.,united kingdom,argentina (argentina) : united kingdom (britain) : peru (peru) : uruguay (uruguay),argentina (argentine) : united kingdom (british),argentina (buenos aires) : germany (berlin) : peru (lima),09,1930
https://query.nytimes.com/gst/abstract.html?res=9406E0D91F38EE32A25757C0A9669D946194D6CF,"Bomb Explodes in London Mailbag, Injuring 4; Reported With Letters for Buckingham Palace",united kingdom,,,united kingdom (london),10,1930
https://query.nytimes.com/gst/abstract.html?res=9A0CE3DC1E38E433A25752C1A9679D946194D6CF,"MACDONALD CHARGES WORLD LAGS BEHIND BRITAIN IN PEACE; Premier, at Mayor's Banquet, Doubts We Have Learned Bitter Lesson of War. HINTS AT INDIAN CONCESSION Empire Will Grant That Freedom Essential to NationalSelf-Respect, He Asserts. ADMITS SERIOUS PROBLEMS Laborite Leader Is Hopeful, However, for Economic Future--Broadcast Heard Clearly Here. Praises Empire Parley. Reception Here Excellent. MacDonald Says World Lags in Insuring Peace Tribute to Indian Colleagues. Many Problems Considered. Welcome to New Conference. Calls Affairs Unsettled. Says Britain Sought Peace. Holds World Must Follow Suit. Competition Is Keen. Great Problems to Face. Asks All to Play the Game.",united kingdom,united kingdom (britain),india (indian),,11,1930
https://query.nytimes.com/gst/abstract.html?res=990DE6D61431E13ABC4B52DFB467838B629EDE,SPEEDS PLAN TO AID DEPOSITORS OF BANK; Broderick Hopes Loans Against Bank of U.S. Accounts Will Be Possible by Monday. PROTECTIVE GROUPS FORM Governor Denies Having Power for Moreland Act Inquiry-- Suit Against Directors. Expect Speedy Solution. SPEEDS PLAN TO AID DEPOSITORS OF BANK Rumors on Reopening. Largest Bank to Suspend. Obstacle to Merger. BANK DEPOSITORS ORGANIZE. Stockholder Sues Directors of Closed Institution. ON TRAIL OF RUMORS. Stock Exchange Queries Brokers on Reports Concerning Banks. DISCOUNTS BANK'S CLOSING. London Times Sees No Cause for Anxiety in the Situation.,united kingdom,,,united kingdom (london),12,1930
https://query.nytimes.com/gst/abstract.html?res=9D00E0D8173AEE3ABC4051DFB766838A629EDE,"NO TRUCE FOR GANDHI UNTIL ENDS ARE WON; Civil Disobedience Must Go On, Whatever the Reaction to the London Parley, He Says. WOMAN KILLED IN CRUSH 30 Hurt in Rush to See Mamatma--Police Fire Into Crowd at Patna, Killing Five. Greets Huge Assembly. NO TRUCE FOR GANDHI UNTIL ENDS ARE WON Affirms His People's Rights. Demands Release of All. Five Killed in Patna Riot.",united kingdom,,,united kingdom (london) : india (patna),01,1931
https://query.nytimes.com/gst/abstract.html?res=9E07E4D6163BE433A25751C0A9649C946094D6CF,GANDHI CHIEFS ORDER CIVIL DISOBEDIENCE TO CONTINUE IN INDIA; Congress Heads Warn People There Must Be No Let-Up During Peace Moves. BUSINESS MEN SEEK TRUCE Plan to Have Gandhi Meet London Delegates at Bombay Conference This Week. MANIFESTO TO BE ISSUED Party Returning From London to Tell People of India What They Bring From Round-Table Parley. Resolution Held Up. Boycott of New Parley Likely. CIVIL DISOBEDIENCE TO CONTINUE IN INDIA Delegates to Issue Manifesto.,united kingdom,india (india),,united kingdom (london),02,1931
https://query.nytimes.com/gst/abstract.html?res=9407E1DF153AEE3ABC4950DFB566838A629EDE,Cash fosr Sweepstake Tickets Held Up by British Postoffice,united kingdom,,united kingdom (british),,03,1931
https://query.nytimes.com/gst/abstract.html?res=9906E4DA1231E13ABC4952DFB266838A629EDE,Scott Sets England-Australia Flight Record; 9-Day Trip 19 Hours Under Kingsford-Smith's,united kingdom,australia (australia) : united kingdom (england),,,04,1931
https://query.nytimes.com/gst/abstract.html?res=9A04E7DB153BE433A25755C1A9639C946094D6CF,"Tourists Want British Food, Lord Derby Tells Innkeepers",united kingdom,,united kingdom (british),,05,1931
https://query.nytimes.com/gst/abstract.html?res=9D04E3D8153BE23ABC4C53DFB066838A629EDE,"STIMSON TO VISIT EUROPES LEADERS TO GET THEIR VIEWS; Leaves Last of June to Tour Italy, France, Germany and Great Britain. ARMS DISCUSSION LIKELY While Seeking a Rest, Secretary Says He Wants Personal Observation of Problems.CONSULTS BORAH ON PLANSConversations on 2-Months' JourneyMay Touch French-Italian Navies and Other Issues. He Minimizes Political Aspect. STIMSON TO VISIT EUROPEAN LEADERS",germany,germany (germany) : france (france) : united kingdom (britain) : italy (italy),france (french) : italy (italian),,06,1931
https://query.nytimes.com/gst/abstract.html?res=9A0DE6DF133BE433A25750C1A9619C946094D6CF,"Ogden L. Mills Announces That Banks Are Free To Aid Berlin, Holding Washington Is Not Involved",germany,,,germany (berlin),07,1931
https://query.nytimes.com/gst/abstract.html?res=9D07E6DE103BE433A25752C3A96E9C946094D6CF,"REPORTS $500,000,000 PLEDGED BY BRITISH TO AID POUND CREDIT; Daily Herald Says Prudential Assurance Led Mobilization of Securities Here. LABOR FACES TARIFF ISSUE Trades Congress Is Expected to Support Customs for Revenue at Sept. 7 Meeting. CABINET WILL MEET TODAY Cooperatives and Building Societies Are Believed in Danger of Their First Tax Levy. Union Leaders Pleased. New Tax Source Is Seen. BRITISH INVESTORS AIDED POUND CREDIT Cabinet Will Meet Today. MacDonald's Stand Praised.",united kingdom,,united kingdom (british),,08,1931
https://query.nytimes.com/gst/abstract.html?res=9901E4DA163BE03ABC4A51DFBF66838A629EDE,LONDON STILL OPTIMISTIC; Bankers Believe Fixing of Sterling at $4 Would Increase Exports. CABINET REVISES PAY CUTS MacDonald Tells Commons of Budget Changes Possible Under New System. TARIFF ISSUE LESS ACUTE Demand for Early Elections Also Quieted by Call for Unity of All Parties. Motion Made by Snowden. Text of Gold Measure. BRITAIN CALM UNDER GOLD SUSPENSION Stock Brockers Cheerful. Liberals Call for Unity.,united kingdom,united kingdom (britain),,united kingdom (london),09,1931
https://query.nytimes.com/gst/abstract.html?res=9F06E3DF1430E03ABC4053DFB667838A629EDE,"British Gold Step Fulfills Bryan Prophecy, Says Daughter",united kingdom,,united kingdom (british),,10,1931
https://query.nytimes.com/gst/abstract.html?res=9E07E2DB123AEE3ABC4F53DFB767838A629EDE,CHINESE FLEE BEFORE JAPANESE ATTACK IN 2-DAY BATTLE AT MANCHURIAN BRIDGE; LEAGUE CONSIDERING DIPLOMATIC BREAK; CHINESE IN WILD RETREAT Japanese Planes Harass Retiring Troops by Dropping Bombs. HEAVY LOSSES REPORTED Chinese Casualties Put at 400 in One Fight--Their Opponents Lose 200. RAILROADS NOW RETAKEN Japanese Occupy All the Lines in China Which Were Built With Money Lent by Them. JAPANESE DEFEAT MANCHURIAN ARMY Misunderstanding Blamed. Chinese Version of Clash. Chinese Prepare Counter-Attack.,japan,china (china),china (chinese) : japan (japanese),,11,1931
https://query.nytimes.com/gst/abstract.html?res=9A02EFDA1430E03ABC4950DFB467838A629EDE,REPARATIONS PARLEY IS CALLED BY BRITAIN; She Asks 10 Nations to Meet in Lausanne Jan. 18--No Invitation to Us. FRANCE OBJECTS TO DATE More Time for Conference May Be Given by Postponement of Disarmament Meeting. France Favors Later Meeting. REPARATIONS CALL IS SENT BY BRITAIN Individual Appeals Expected. French Do Not Accept Date. United States Not Involved.,united kingdom,france (france) : united kingdom (britain),france (french),,12,1931
https://query.nytimes.com/gst/abstract.html?res=9B04E5DE1431E633A2575AC2A9679C946394D6CF,"TENSION MAY CHANGE HOOVER NAVY PLANS; Unless Far Eastern Situation Clears Building Up to Treaty Limits May Be Sought. JAPAN'S PROGRAM IS LARGE Her Fleet Will Be Nearly Equal to Ours by Dec. 31, 1936, Under the Present Plans. TENSION MAY ALTER HOOVER NAVY PLANS",japan,japan (japan),,,01,1932
https://query.nytimes.com/gst/abstract.html?res=9800E2DF1E3EE333A25755C1A9649C946394D6CF,More Japanese Troops Arrive.; SHANGHAI EXPECTS BATTLE TOMORROW,japan,,japan (japanese),china (shanghai),02,1932
https://query.nytimes.com/gst/abstract.html?res=9E06EFD91E3EE333A25752C0A9659C946394D6CF,FRESH TROOPS IN BATTLE; Japanese in Offensive Extending From Chapei to Kiangwan. CHINESE GUNS DRAW BACK Moved Mile and a Half as Foes Press Forward -- Wide Rail Bombing Threatened. MAYOR REJECTS WARNING Holds Japan Will Be Responsible if Roads Behind Shanghai Are Destroyed.,japan,,china (chinese) : japan (japanese),china (shanghai),03,1932
https://query.nytimes.com/gst/abstract.html?res=9C04E5D6163EE633A25756C0A9629C946394D6CF,"BRITAIN AND FRANCE AGREE ON 3 POINTS; Are in Accord on Members of Central European Bloc and on Financial Aid for It. TALKS COVER WIDE RANGE MacDonald Admits ""Danube Overflowed"" in Conversations -- Tardieu Off for Paris. BRITAIN AND FRANCE AGREE ON 3 POINTS",united kingdom,france (france) : united kingdom (britain),,france (paris),04,1932
https://query.nytimes.com/gst/abstract.html?res=9801E4D71431E633A25752C3A9639C946394D6CF,HAILUN SET ON FIRE BY JAPANESE BOMBS; Planes Attack City in Drive to Break Encircling Movement of Chinese Near Harbin. LAST TROOPS QUIT SHANGHAI Moscow Warns Tokyo Circles Seek Invasion of Siberia to Prepare for War on Us.,japan,,china (chinese) : japan (japanese),china (shanghai) : japan (tokyo) : russia (moscow),05,1932
https://query.nytimes.com/gst/abstract.html?res=9B01EFDC133EE633A25757C0A9609C946394D6CF,British Museum Worker Dies Unaware of Honor by the King,united kingdom,,united kingdom (british),,06,1932
https://query.nytimes.com/gst/abstract.html?res=9E07EFDE1E3EE633A25752C3A9619C946394D6CF,South Africa Prepares Reply To Britain's Charge on Trade,united kingdom,united kingdom (britain) : south africa (south africa),,,07,1932
https://query.nytimes.com/gst/abstract.html?res=9D07E2D71F3EE633A25757C2A96E9C946394D6CF,Stonewall Jackson Episode Re-enacted by British Troops,united kingdom,,united kingdom (british),,08,1932
https://query.nytimes.com/gst/abstract.html?res=9F07E4DB1331E633A25757C2A96F9C946394D6CF,"RAIL LEADERS AGREE TO I.C.C. PLAN IN EAST FOR 4-TRUNK SYSTEM; N.Y. Central, P.R.R., B. & O. and C. & O. End Differences on Unification at Parley Here. DIVIDE THE SMALL LINES But Leave New England Question to Be Settled Between P.R.R. and Commission. ECONOMIES TO BE ACHIEVED Mergers to Put Systems on Equal Basis -- Settlement May Revive Negotiations in Northwest. RAIL CHIEFS ACCEPT I.C.C. PLAN IN EAST",united kingdom,united kingdom (england),,,09,1932
https://query.nytimes.com/gst/abstract.html?res=9B01E1DD1539E033A25753C3A9669D946394D6CF,Police Expect Fights Today.; LONDON FEARS RIOTS OF JOBLESS TODAY,united kingdom,,,united kingdom (london),10,1932
https://query.nytimes.com/gst/abstract.html?res=950CE4DD1E31E333A2575BC0A9679D946394D6CF,ROYAL COMMISSION BACKS BRITISH DOLE; EXTENSION IS URGED; Proposes Inclusion of Domestic and Farm Workers and Upholds Means Test. WOULD AMORTIZE BIG DEBTS Findings Call for Reduction in Total Expenditure by More Flexible Relief. PUBLIC WORKS PLAN FAILS MacDonald Makes the Admission in Commons and Puts His Hope in World Trade Parley. ROYAL BOARD BACKS THE BRITISH 'DOLE' By CHARLES A. SELDEN.,united kingdom,,united kingdom (british),,11,1932
https://query.nytimes.com/gst/abstract.html?res=9A03E4DF1F31E333A25752C0A9649D946394D6CF,"NAVY MEN ALARMED BY THREAT OF CUTS; SEE US OUTRANKED; The Roosevelt-Vinson Program Would Give Lead to Britain and Japan, Experts Say. CONGRESS FIGHT CERTAIN Britten Declares 'This Is No Time to Stop Building' -- McClintic Urges Economy. BUILDING IS NOW LAGGING No Provision Has Been Made for 135 Ships Authorized Under the London Agreement. NAVY MEN ALARMED BY THREAT OF CUTS",united kingdom,united kingdom (britain) : japan (japan),,united kingdom (london),12,1932
https://query.nytimes.com/gst/abstract.html?res=9D04E6DB163BEF3ABC4C52DFB7668388629EDE,"CHINA BEGINS DRIVE TO COUNTER JAPAN; Orders 30,000 to Attack Foe, Relieving Pressure on the Capital of Jehol. IRREGULARS HARRY REAR Britain Warns Tokyo Fighting Menaces British Interests -- Yunganpao Falls. CHINA BEGINS DRIVE TO COUNTER JAPAN",united kingdom,china (china) : united kingdom (britain) : japan (japan),united kingdom (british),japan (tokyo),01,1933
https://query.nytimes.com/gst/abstract.html?res=9F06E0DF1F3BEF3ABC4C53DFB4668388629EDE,Britain Speeds Building of Three Cruisers To Reach Full Quota of Washington Treaty,united kingdom,united kingdom (britain),,,02,1933
https://query.nytimes.com/gst/abstract.html?res=9B05E0DD173BEF3ABC4953DFB5668388629EDE,EARLY DEBT TALKS ARE NOW UNLIKELY; Only Lindsay and Bewley Will Take Part in Preliminaries for British Missions. FIRST PLAN IS SCRAPPED Date of Arrival of Negotiators for Revision Now Depends on Washington Studies. EARLY DEBT TALKS ARE NOW UNLIKELY,united kingdom,,united kingdom (british),,03,1933
https://query.nytimes.com/gst/abstract.html?res=9502E1D9143BEF3ABC4851DFB2668388629EDE,"BRITAIN ORDERS BAN ON CHIEF IMPORTS FROM SOVIET UNION; Embargo, Effective in a Week, Would Bar 80 Per Cent of Goods From Russia. AIM IS TO AID 2 PRISONERS The Action May Be Revoked if Russia Commutes Their Sentences to Exile. PLEA IS MADE IN MOSCOW One of Four Britons Preparing to Leave Asks Permission for Russian Wife to Accompany Him. BRITAIN PUTS BAN ON SOVIET IMPORTS",united kingdom,united kingdom (briton) : russia (russia),russia (russian),russia (moscow),04,1933
https://query.nytimes.com/gst/abstract.html?res=9F0DEED61E3AE333A25751C2A9639C946294D6CF,"USE OF FORCE IS BANNED; Britain, Germany, Italy and France to Consult Under Mussolini Plan. TREATY REVISION IS HINTED But Assurance Is Given This Would Be Undertaken Only Under League Covenant EQUALITY ACCORDED REICH Even Footing on Arms to Be Attained by Gradual Steps Over 5-Year Period. 10-YEAR PEACE PACT ACCEPTED AT ROME",united kingdom,germany (germany) : france (france) : united kingdom (britain) : italy (italy),,,05,1933
